premise,hypothesis,label
"A girl leans on a kitchen counter laughing, with the waistband of her pants at crotch level.",Somebody is telling the girl a joke.,1
Hispanic woman wearing a red plaid shirt works on sewing an article of clothing.,Woman wearing a shirt sewing.,0
Eleven men and women in cotton shirts and denim pants walk uphill along a shaded forest trail.,11 men and 9 woman are running down the hill towards the town,2
military guys marching for the crowds.,Soldiers marching holding guns.,1
There are people on a snowy mountain and they are hiking with ski poles.,A rescue ski team.,1
A dog completing a fitness excercise,The dog is doing exercises.,0
"A white man with black hair dressed nicely in gray dress pants, blazer and purple tie stands on the street in front of a garage flipping a pancake which is captured in midair.",a guy is cooking pancakes for his family,1
A young boy wearing Mickey Mouse clothes in a jungle gym.,A boy is in a jungle gym,1
A young beautiful girl is responding to someone who is talking to her.,a young girl dances on stage,2
A dog is shaking off water in a lake as a red and green tennis ball floats by.,A dog is rolling in the sand,2
A brown dog chews on an orange ball.,A cat rolls in the grass.,2
Two cops in cowboys hats riding on a golf cart.,Two cops are on a golf cart patrolling the area.,1
A chubby man rides away down the street on a bike.,A chubby man rides away from the police on a bicycle.,1
A concert in a parking lot.,A concert on a rooftop.,2
Man jumping off rocks.,A man is sitting on a rock looking at the stars.,2
A lone surfer rides a wave in the sunset on a beach.,The lone surfer is ready to rife the wave on the beach,1
A woman in a' devil' outfit standing in front of a fountain.,The woman is outside.,0
One woman with red-hair and sunglasses serving a beer from the tap.,A red haired woman is serving beer,0
A guy in an office is fixing the coffee maker.,A guy is fixing an appliance alone.,1
A woman working at a factory wearing white and orange.,A woman cooks food.,2
man in silhouette casts net into water.,A human casting a net.,0
A catcher at a baseball game is waiting for the ball to be thrown to home plate.,The catcher waits for the inning to end.,1
A young girl plays in the sand on a beach.,A child is celebrating her birthday at the beach.,1
A dirt biker rides through some trees.,The man is popping a wheelie.,1
A group of people are on a stone street and waving up at the camera.,The group of people were sitting at a cafe.,2
People are riding on a train.,The train is going fast.,1
A single-file group of people wearing backpacks and other gear are hiking up the side of a green-covered mountain.,They are practicing before hiking Mt Everest,1
"People playing ""angry birds"" in the pool.",People are in an airplane.,2
A man holding a political sign.,"A man is holding up a sign, promoting a Republican candidate.",1
The yellow of the stoplight casts a glow on the metal of the fixture.,The stoplight casts a yellow glow,0
The black dog and the white dog seem to be getting ready to fight.,The black dog and the white dog seem to want to snuggle up with each other,2
A man and 2 women in dark clothing.,The man and 2 women are in bright yellow shirts.,2
A man is building a sphinx out of sand.,The person is making a sphinx.,0
Students and parents prepare for a martial arts tournaments by preparing padding and masks.,People prepare for a martial arts tournament.,0
A person on a bike laying on a small dirt road with several other people in the background.,There is a person on a bike standing up.,2
A construction crew working at nighttime.,The worker is building a house.,1
Groom wearing black and gray tux and bride wearing a white dress are being sprinkled with flowers.,A man in a white jacket runs away from a woman in jeans.,2
A woman is taking food from a shelf.,A woman gets macaroni and cheese from the shelf.,1
A woman is playing a guitar in front of a tree.,A woman is playing guitar.,0
A family is having fun in the water at a beach.,The family is at the beach celebrating a birthday.,1
a boy sprints across the sand.,A boy is at the beach.,1
Group of bicyclers rounding a corner with water spraying up from their wheels.,A group of people are running through a field.,2
A woman with blond-hair is walking on a sidewalk in black heels.,A blond woman is walking to meet her date,1
Young male walking past a construction worker.,A cat is sleeping on the floor.,2
"a young girl, in a pink dress, holding a stuffed animal in front of a small christmas tree.",A little girl excitedly waits to open Christmas presents.,1
"Two men, one wearing a teal shirt and shin guards lay horizontally on logs with their backpacks in sight.",Two men are jumping in a river,2
A dancer with a bikini is holding a toddler.,A dancer is soothing her crying child.,1
Lots of people in a farmers market shopping for fruits and vegetables.,A crowd is gathering at the famers market hoping to buy fresh produce.,0
A young woman sitting down on the ground having a healthy lunch at a hiking trail.,A young woman is having lunch outside.,0
Two girls building something and smiling.,Two girls are smiling.,0
"A person in a yellow and black costume with a white mask is on a platform, contorting themselves.",A person in costume is standing perfectly rigid like a stick in the mud.,2
A bald man moves up a step out of the sunlight into the shade followed by a shirtless man with a yellow bag over his shoulder.,Two homeless men find shade from the hottest day of the year.,1
Two young girls pose for a picture with one carrying the other.,Two younger females are goofing off for a photo.,1
A green headed mallard duck flapping its wings in the water.,The duck is red.,2
Person dressed in heavy winter clothes with cap on walking in some deep snow,It is wintertime,1
