premise,hypothesis,label
An elderly man is wearing overalls and holding a paintbrush.,An old man paints a picture of a landscape.,1
A man makes a facial expression while holding a baby against his chest.,A man is holding a baby.,0
Men in orange vests work hard cleaning the windows.,The men are smearing shaving cream on the windows.,2
Two women are talking on cellphones while sitting on stone stairs.,The ladies are sitting on an escalator.,2
A young girl is kicking a soccer ball in the grass.,A girl is throwing a football,2
Overjoyed child holding up a toy of some sort as her peers look onward in curiosity.,A child just won a toy.,1
A man in a two color short-sleeved shirt sits on a cycle amongst other scooters.,The parking lot is filled with motor scooters.,1
Working on laying cement blocks is hard work.,Men are laying cement blocks,0
A man stands at the counter of a street vendor in a city.,A man stands at the counter of a street vendor to buy some groceries.,1
a teacher teaching a class,An instructor teaches the students.,0
A biker is practicing a trick while his friend watch him as his audience.,children walking in the wall.,2
"A girl fixes her earring on the side of a busy, wide sidewalk.",The area where the person is standing is well-traveled.,0
A young girl with dark hair and a red bow smiles while embracing a young dark-haired boy.,She smiled at the boy while they leaned in for a hug.,1
People seated on a public transportation vehicle of some kind.,some people go outdoor through a public tranport vehicle,1
"A young boy, wearing suspenders and a red flannel shirt, hits a piece of metal on an anvil.",A child has an anvil and a piece of metal and is dressed in flannel and suspenders.,0
A dad and his child dressed up for halloween trick or treating on a sidewalk in a downtown area or a neighborhood.,A father and his child are outside,1
Long line of people on a sidewalk near a cruise ship.,There are a long line of people outdoors.,0
Boy in blue shirt looking at someone's hand near stack of blocks on table.,A child is wearing something blue,0
Several elderly people spending time outside with each other.,The old people are playing cards,1
A woman smiling while holding a plate of food.,A woman is frowning and holding a cup of tea.,2
Young children in a classroom working on an arts and crafts project.,Young children learning how to do arts and crafts.,1
People stand on a colorful balcony.,The couple stand on the streets looking up at a balcony.,2
A man in a black shirt and jeans plays the guitar with his eyes closed.,A sad man in a black shirt and jeans plays the guitar with his eyes closed.,1
Two skateboarders wearing helmets are going around a turn.,Skateboarders not wearing helmets going around a turn.,2
A construction man is on a roof giving a thumbs down.,A man is on a roof,0
A group of children doing a dance.,The children are on the space station.,2
One man in red robes and a kilt stands next to another man in green robes who is standing in front of a large tower structure.,a man in a skirt fights a man wrapped in a blanket,2
A heavyset guy in a kilt at what appears to be a renaissance festival,A Scottish person getting ready to purchase some fair food.,1
A little girl with blond-hair is outside playing with a small doll.,A little girl is playing with a barbie doll.,1
A man in football gear is running with the football with an opposing team member not far behind him going in for a tackle.,A group of people are playing football.,0
a man in a harness being dragged across the water,A man in straps is pulled over the surface of the water.,0
A young woman is balancing on a raised platform.,A girl is up higher than the ground balancing.,0
A woman in an American jumpsuit is providing medical attention to an elderly person.,Both of the people are asleep.,2
The Army also trained their man and also the man best friend.,The army trains these people.,0
"A redheaded, heavily freckled, caucasian woman sits, eating chips.",The woman is sitting,0
a boy performs a stunt on a BMX bike.,The boy is doing a stunt on his bike for the crowd.,1
A cyclist who is resting and rehydrating himself.,A cyclist is resting and drinking Gatorade.,1
"A bull rider in a red shirt, black vest, and jeans rides a brown and white bull while onlookers watch from behind a green fence.",An animal being rode,0
A brown dog barks over its shoulder in the water.,the dog is wet,0
Male adult practicing skateboard tricks at a skate park.,A girl is skateboarding.,2
"A group of people in a beach standing in sand holding a net, while another group of people stand in the sea holding the rest of the net.",There is a family on the beach.,1
A man walks along side a young girl riding a bicycle.,a man is talking with young girl,1
"A child standing on a rug, wearing black sunglasses and a blue striped shirt is pointing at something.",A child is sitting on a rug pointing.,2
Several people standing in a grassy yard.,A few people are sitting at the table eating lunch.,2
Forty something blond man in short sleeves focuses intently on his gardening,The man is outside.,1
A woman is guiding a brown dog around an obstacle course,A women is practicing with a dog to win the dog contest that involves an obstacle course.,1
A man and a woman wearing white shirts in a wooded area.,Married folks playing in the woods,1
Two brown and white dogs wrestle while running across the wet sand.,Three cats are eating food from a single bowl,2
"A little boy holding a yellow, plastic shovel, crouches in the sand.",the boy is ten years old,1
Three ladies chat wearing silver leggings and matching wigs.,Two male ballerinas dance across the stage.,2
A little blond girl is sitting on the floor in a living room.,A little blond person is sitting on the floor in a living room.,0
A dark-haired woman is wearing a red outfit.,A woman is wearing a black outfit.,2
"A man wearing jeans, a belt buckle, a plaid shirt, and a cowboy hat is sitting on his brown horse while holding a rope.",The man is trying to rope a cow,1
