premise,hypothesis,label
Man in an alley is playing the accordion while people watch.,Man in alleyway preforms as spectators watch,0
A man turns his head to the side as he sits with a woman on a dark street with lights.,A couple having a conversation outdoors.,1
A group of men fix a bike on the side of the road.,These men are working together,1
A man standing on a beach is playing with two dogs.,A woman and her pets are taking a walk down a busy street.,2
Girl in striped dress holding woman's hand.,A girl is holding her mother's hand.,1
A woman walks down the street listening to her mp3 player.,A woman likes music,0
"A girl with a long braid and a pink outfit, poses in a martial arts position.",she is having her picture taken for the world competition in martial arts,1
An african child wearing a red and blue plaid shirt and blue shorts sleeping on a woven rope hammock.,The boy is napping.,0
A lady waiting alone at a subway stop.,a lady waits for a train,0
a brown dog is walking down some steps under tree.,a brown dog is walking down some steps under tree as he plays with his owner,1
Skateboarder jumping in air and his skateboard is between his legs.,A skateboarder is eating with a few friends while at a cafe,2
A boy in an orange shirt plays on a large drainpipe with several other children in a sandy area.,the area is filied with molten glass,2
A young man playing with a large yo-yo.,A tall person playing,1
A young man looks happy while holding a hammer.,A man holds a tool.,0
A basketball team of 8 girls is doing a hand huddle.,There is an all female basketball team going to state championships.,1
A woman climbing a barbed wire fence.,A girl sitting at a desk.,2
Mother and daughter playing a board game,The mother and daughter are playing a game.,0
Chinese man preparing food.,A man is making food.,0
"During a game of baseball, a man takes a base while his opponent reaches for a ball and another man looks on.","During a baseball game, a man flies to 5th base, going over the head of an opponent to the chagrin of an onlooking woman.",2
One woman painting the other one's face for a carnival.,Two women are at a carnival,0
A tattooed woman with a green dress and yellow backpack holding a water bottle is walking across the street.,The woman is walking outdoors.,0
Two black dogs running on grass.,The dogs are playing fetch.,1
A man sitting in between two roads on a black crate.,the man is outside,0
A man with a blue helmet riding a tan colored bull in a rodeo show.,Man riding a bull,0
Three men sitting in front of computers.,Three woman sitting in front of computers.,2
Two children are playing in a mud puddle.,Two kids playing in the mud outside,0
A woman stands next to a chalk drawing in front of a barn-like structure.,A woman poses next to a drawing.,1
A man intently playing piano.,A man sings alone on stage.,2
A man putting a little boy wearing orange into a child swing.,A mother puts a kid into a swing.,2
The skier does a flip.,A novice skier slowly makes his way down a slope,2
Mother and daughter walking through a city.,A mother and her daughter are window shopping.,1
A little boy in a blue shirt is looking into a microscope.,There is a boy with a blue shirt.,0
A sandy brown dog is playing with a soccer ball outside.,A dog playing with a kickball out in the yard.,0
a man wearing blue plays soccer.,man playing basketball,2
A girl wearing an orange vest is riding a brown horse.,A girl is flying on the trapeeze.,2
An older man with glasses raises his eyebrows in surprise.,The man is shocked.,1
Two men heading home up the river shore.,The men are heading to work.,2
The car leaves a dust trail as it goes around the dirt track.,The car is creating dust.,0
The boy in the blue shorts is carrying a bucket on the beach.,The boy is sleeping.,2
A man lays in the snow while a girl stands next to him.,The man is on the ground.,0
A performer wearing a dark red and black patterned jacket is performing on a kazoo while someone plays the keyboard in the dark and misty background.,The keyboard player has been playing for many years.,1
Biker loses control of bike in midair.,The biker crashed the bike.,1
Two men sit at a table on a sidewalk near a street sign.,There are people near the street.,0
"A young woman wearing a blue coat and brown leggings getting ready to walk into a building, after riding her bicycle.",the young lady went inside to her job,1
"This is a man in a clown costume balancing a saucer on top of a stick, on his nose.",A clown is balancing stuff,0
Two little boys in yellow shirts and red shorts.,Two boys with heavy coats are skiing.,2
A flower vendor in purple stands in front of his flowers with his arm stretched out with many people around.,A person is near the flowers.,0
Several people watch a daredevil on a quad ride a wheelie down the street.,The crowd came to watch Kiki win the quad wheelie tournament along 5th street.,1
A woman is stirring the contents of a cooking pot.,A man is cutting a steak.,2
A woman blows some soap bubbles late at night.,A woman reads a book.,2
A young surfer waves to the camera while on the water.,The surfer is old.,2
"A few children are rollerblading across a track, seemingly chasing each other.",The children sit lazily under the hot sun.,2
