unique_id,difficulty_score,premise,hypothesis,true_label
0_11040a,0.0,A white dog walks along a path which has a thin covering of snow flakes.,A dog is wandering around outside.,1
0_11040b,0.75,A white dog walks along a path which has a thin covering of snow flakes.,A dog is chewing on a stick.,2
0_11040c,0.5,A white dog walks along a path which has a thin covering of snow flakes.,A dog walks along a path while it snows outside.,0
4_7298a,0.0,Two girls looking at an informational poster.,Two girls have a Justin Bieber poster.,2
4_7298b,0.5,Two girls looking at an informational poster.,Some girls are reading.,1
4_7298c,0.75,Two girls looking at an informational poster.,two girls are looking at a flyer,0
1_4867a,0.0,Bicyclist dressed in black and white with white sunglasses on points at something.,The man could not see because of the glasses.,1
1_4867b,0.5,Bicyclist dressed in black and white with white sunglasses on points at something.,The woman was riding the bike.,2
1_4867c,0.25,Bicyclist dressed in black and white with white sunglasses on points at something.,The man was wearing dark glasses.,0
4_903a,0.25,Trio of skydivers holding hands in sky.,Three skydivers are falling through the air.,0
4_903b,0.25,Trio of skydivers holding hands in sky.,The skydivers are all looking at each other and not at the ground.,1
4_903c,0.25,Trio of skydivers holding hands in sky.,The skydivers are fighting in the air.,2
2_1734a,0.0,a skateboarder ollies.,A skateboarder.,1
2_1734b,0.75,a skateboarder ollies.,A skateboarder jumps.,0
2_1734c,0.25,a skateboarder ollies.,A skateboarder missing a rail.,2
2_12794a,0.5,A couple gambling at a casino at the roulette table.,A paper clip is on the floor.,2
2_12794b,0.0,A couple gambling at a casino at the roulette table.,A couple is seen throwing a ball at a game.,0
2_12794c,0.25,A couple gambling at a casino at the roulette table.,A couple to listening to shouts of number before throwing a ball.,1
2_10328a,0.0,a large white dog jumping up in the snow,The animal is a chihuahua.,2
2_10328b,0.75,a large white dog jumping up in the snow,The malamute barked loudly as she played.,1
2_10328c,0.75,a large white dog jumping up in the snow,The animal and the ground covering are the same color.,0
3_14328a,0.5,Girl jumping on the beach near the Golden Gate bridge.,a girl is exercising by the water.,1
3_14328b,0.25,Girl jumping on the beach near the Golden Gate bridge.,a girl with a broken leg is at the beach.,2
3_14328c,0.5,Girl jumping on the beach near the Golden Gate bridge.,a girl is on a beach near San Francisco bay.,0
4_11178a,0.0,"Street with traffic with one person in crosswalk, two others at corner and one person sitting on ground.",a street has a person on the sidewalk,1
4_11178b,0.0,"Street with traffic with one person in crosswalk, two others at corner and one person sitting on ground.",a street has a person on the sidewalk while other people sit,1
4_11178c,0.0,"Street with traffic with one person in crosswalk, two others at corner and one person sitting on ground.",a street has a person,2
0_27940a,0.0,A man is rock climbing with no noticable harness.,The man is rock climbing dangerously.,0
0_27940b,0.75,A man is rock climbing with no noticable harness.,The man is trying to kill himself.,1
0_27940c,0.5,A man is rock climbing with no noticable harness.,The man has no brain.,2
4_11771a,0.25,The chemists give the lost man directions to the bathroom.,drugs work in the opposite direction,1
4_11771b,0.25,The chemists give the lost man directions to the bathroom.,medical instructor showing the way,0
4_11771c,0.0,The chemists give the lost man directions to the bathroom.,man is giving him more medicine for helping him,2
2_2996a,0.25,A woman in jeans and a black jacket standing on the road in front of a white and red bus.,THe wom,2
2_2996b,0.0,A woman in jeans and a black jacket standing on the road in front of a white and red bus.,THe woman is wearing a skirt over them,1
2_2996c,0.5,A woman in jeans and a black jacket standing on the road in front of a white and red bus.,The woman is wearing pants,0
2_968a,0.5,"A guy playing tennis, two nearby spectators, and a crowd watching.",the man is playing against someone,0
2_968b,0.0,"A guy playing tennis, two nearby spectators, and a crowd watching.",the crowd is making alot of noise,2
2_968c,0.25,"A guy playing tennis, two nearby spectators, and a crowd watching.",the crowd is silent,1
0_23039a,0.5,A boy winding up for a pitch.,The boy is playing baseball.,1
0_23039b,0.5,A boy winding up for a pitch.,The boy is playing catcher.,2
0_23039c,0.5,A boy winding up for a pitch.,The boy is playing pitcher.,0
2_13508a,0.0,A group of people are sitting in a circle enjoying themselves.,The people are looking at eachother.,0
2_13508b,0.75,A group of people are sitting in a circle enjoying themselves.,The people are in a movie theatre.,2
2_13508c,0.25,A group of people are sitting in a circle enjoying themselves.,The people are in wheel chairs.,1
0_4908a,0.25,Young hikers in climbing gear prepare to descend down a steep mountainside.,Hikers are climbing to a mountain peak.,2
0_4908b,0.0,Young hikers in climbing gear prepare to descend down a steep mountainside.,Hikers are returning to their car.,1
0_4908c,0.5,Young hikers in climbing gear prepare to descend down a steep mountainside.,Hikers are prepared to descend a moutain.,0
4_26411a,0.25,A cowboy is bucked off a steer while other men watch from the stands.,A crowd at a horse race.,2
4_26411b,0.0,A cowboy is bucked off a steer while other men watch from the stands.,A man riding a cow.,1
4_26411c,0.0,A cowboy is bucked off a steer while other men watch from the stands.,Some people at a rodeo.,0
3_11947a,0.75,american business club meeting.,Everyone is drinking alcohol.,1
3_11947b,0.5,american business club meeting.,There are a lot of people at the meeting.,0
3_11947c,0.75,american business club meeting.,Everyone at the meeting are children.,2
1_27906a,0.75,Man eats his food with his hands,The mans hands are messy.,1
1_27906b,0.0,Man eats his food with his hands,The man is eating soup.,2
1_27906c,0.25,Man eats his food with his hands,The man doesn't have eating utensils.,0
1_26287a,0.75,A female vendor dressed in a yellow work shirt with her back to the camera.,The vendor is selling bananas.,1
1_26287b,0.5,A female vendor dressed in a yellow work shirt with her back to the camera.,The camera is selling a yellow work shirt.,2
1_26287c,0.25,A female vendor dressed in a yellow work shirt with her back to the camera.,The vendor has merchandise to sell.,0
3_9235a,0.25,Selling goods to tourist on street.,The merchant is selling goods to a tourist who passes by.,1
3_9235b,0.5,Selling goods to tourist on street.,Selling goods to a broke person.,2
3_9235c,0.75,Selling goods to tourist on street.,The merchant is selling goods to a tourist.,0
3_25045a,0.5,Two men in winter clothing exchange food under a wooden shelter.,Few men are eating taco.,2
3_25045b,0.75,Two men in winter clothing exchange food under a wooden shelter.,Few men are sharing food in a habitat.,0
3_25045c,0.25,Two men in winter clothing exchange food under a wooden shelter.,Some men are giving food.,1
1_10539a,0.0,Several people practicing the sport of curling on an ice rink.,The people are ice scating around the rink.,2
1_10539b,0.25,Several people practicing the sport of curling on an ice rink.,Someone is pushing the stone while another person sweeps with the broom.,1
1_10539c,0.75,Several people practicing the sport of curling on an ice rink.,The curling stone is on the ice rink.,0
3_6630a,0.5,A young lady gets a kiss on the mouth from her pet dog.,A dog is playing with a women.,1
3_6630b,0.5,A young lady gets a kiss on the mouth from her pet dog.,A women is cuddling with her pet dog.,0
3_6630c,0.0,A young lady gets a kiss on the mouth from her pet dog.,A women is in a her kitchen.,2
4_1322a,0.0,Three construction workers are sitting in deck chairs and reading magazines.,The constuction workers were on a braek.,0
4_1322b,0.25,Three construction workers are sitting in deck chairs and reading magazines.,The men were hard at work.,2
4_1322c,0.0,Three construction workers are sitting in deck chairs and reading magazines.,The workers were sitting down.,1
3_21299a,0.25,Two people look on in the nighttime at the lights in a city.,They are enjoying the view.,0
3_21299b,0.0,Two people look on in the nighttime at the lights in a city.,They are outside.,1
3_21299c,0.5,Two people look on in the nighttime at the lights in a city.,They are going to sleep.,2
3_4551a,0.25,A rapper in a black outfit is on stage.,The man in the black is on a satge.,0
3_4551b,0.5,A rapper in a black outfit is on stage.,The man is a country singer.,2
3_4551c,0.25,A rapper in a black outfit is on stage.,The stage is for perfomers.,0
2_26383a,0.5,A middle eastern man wearing black with a white turban laughs as a younger middle eastern man wearing brown and a green and teal turban works.,A person origin of the Middle East laughs at someone.,0
2_26383b,0.75,A middle eastern man wearing black with a white turban laughs as a younger middle eastern man wearing brown and a green and teal turban works.,Someone is laughing at some else because of their clothing.,1
2_26383c,0.5,A middle eastern man wearing black with a white turban laughs as a younger middle eastern man wearing brown and a green and teal turban works.,People are walking together.,2
2_15495a,0.0,Man slightly bent over has child's toy stuck between his legs.,The toy became lodged where the sun don't shine.,2
2_15495b,0.75,Man slightly bent over has child's toy stuck between his legs.,The man stuck the toy between his legs.,0
2_15495c,0.75,Man slightly bent over has child's toy stuck between his legs.,The pervert stuck the toy between his legs.,1
1_12691a,0.25,"A balding professor giving a lecture to students on the topic of ""opportunity"".",A professor with hair giving a lecture to students.,0
1_12691b,0.5,"A balding professor giving a lecture to students on the topic of ""opportunity"".",A female professor with hair giving a lecture to students.,1
1_12691c,0.0,"A balding professor giving a lecture to students on the topic of ""opportunity"".",A professor with no hair giving a lecture to students.,2
