premise,hypothesis,label
"Two men working on a roof, one is wearing a white t-shirt and descending on a ladder while the other is wearing a gray polo and holding a couple of baton with both hands.",The men are roofers.,1
A man in blue shorts jumps up to dunk a basketball while a crowd looks on.,No one is watching the man practice.,2
A man sitting at a table wears a red sweater while two glasses of water rest on the table; one glass is half empty.,A man drives his car to the local restaurant.,2
There is a young girl in a bathing suit playing with water shooting out of the ground.,The girl is sitting inside reading a book while it snows outside.,2
A woman standing in her food stand.,A lady is in a food stand.,0
"A small, shaggy dog playing with a toy on a blanket.",A large dog is playing with a toy.,2
four people walk down a sidewalk at night,Four friends are lost at night in a new city.,1
Third-world girl in hammock.,A girl rests.,0
A person surfing on the crest of a wave.,The person is waxing their surfboard on the beach.,2
Many of the dishes contain rice.,None of the dishes come with rice.,2
Wok on an improvised fire with a woman behind looking in a box.,A woman is cooking with a wok.,1
Three men are cooking sausage on a grill.,Some men are eating pizza in a neighborhood restaurant.,2
A large man attempts to climb a tree while a cat& dog sit near him.,A dog is chasing a cat.,2
A little girl with red-hair and a teal tracksuit on a swing.,A little girl plays on a swing.,0
A woman is feeding two babies.,a woman is holding the babies,1
People looking over several colored pieces of paper spread on a table.,People looking over several white pieces of paper spread on a table.,2
A little girl in a white dress.,the girl has a dress on,1
The man in the red shirt is playing the umbrella!,The man is wearing a purple shirt.,2
Woman inside of a food truck smiles out of the window.,Woman is frowning out the window.,2
Two men working on a roof installing insulation.,The men are just starting a new job.,1
"Rustic man with a long white beard, a dark hat and glasses poses in front of a portrait of himself smoking",The guy here has never smoked.,2
An old man with an umbrella and cane walking down the street,There is an old man on the street.,0
"A group of people, three women are near a small street vendor.",Three women are outdoors.,0
A man standing on top of some big rocks overlooking a sea on a secluded beach with is hand over his eyes trying to look far off at something.,A girl is swimming.,2
"Two people sit on a bench in front of a picture of a woman with long, messy hair and a huge diamond necklace.",Two men are looking at a picture of their mother.,1
A man in a pink shirt sitting next to a small building.,The man is near the building.,0
"WWII Victory Day parade with soldier marching down street, dressed in vintage gear and holding rifles.",The street is crowded.,1
a female throws a frisbee while another attempts to block her toss.,A female throws a frisbee while a man attempts to catch it.,2
A man and a woman sit in an above-ground hot-tub.,Two couples are in a hot tub.,1
A little girl is on a playground swing while a redheaded man in a green sweatshirt stands by.,The man is running away with a bundle of bread loaves and taking them to grandma's house.,2
A large group of dark-skinned people are gathered together.,The group are all related.,1
Two surgeons performing a surgery.,The two surgeons are performing a surgery on the same person,1
"In a football match, a Panthers player falls forward into a somersault while gripping the football.",A man is cutting the grass.,2
Three young children are standing on a fallen log.,Three kids are on a log.,0
"Group of older women wearing purple and red clothes, chili peppers jewelry, and large sombreros, sitting on a brick bench.",A group of women are standing in a circle.,2
One car is pulling out in front of a bus.,The car pulled out and caused a wreck.,1
Walking through an amusement park with stuffed animals and a carriage.,There are stuffed animals in a carriage in a park.,0
A young man holding a white pipe against his mouth on a sidewalk with two girls sitting on the sidewalk.,A young man is holding a white pipe.,0
This kid ate a bunch of jumping beans before karate practice.,A kid has karate practice.,0
A woman carrying two watermelons and a handbag on a city street.,A woman has melons and a bag while on the road.,1
beautiful place at nighttime.,The beautiful place is a church.,1
A red-haired little boy smiles while swinging.,The boy is swinging on a tire swing.,1
Five worker with caution vest and hard hats on are working in a mine.,One person barely fits in this work area.,2
man on a beach with a baby,A man holds a child near the ocean.,0
A flight attendant showing passengers how to use the airplane safety vest., A flight attendant on duty.,1
a man gets ready to throw a tennis ball for his dog.,A man is scolding his dog.,2
A boy in a red suit plays in the water.,A child is swinging.,2
A little Asian boy speaks on a phone outside of a building.,"A little boy is talking on a cellphone in front of a tall, glass office building.",1
A dog lies upside down on the grass.,The dog lying on the grass has an itchy back.,1
"A man in a yellow jacket with the number twelve on his back uses a rod to pull a horse, as people behind a Bud Light sign watch.",A man in a jacket is pulling a horse.,0
Asian teen male in yellow shirt and black shorts stands on roadway.,the male is waiting for someone,1
A person dressed in a blue shirt and jeans looks past the trees to the horizon.,This person is watching a sad film in the theater.,2
A waitress is setting up a table at an outdoor restaurant.,The waitress is indoors.,2
A man wearing a tie is walking past another man with a jacket slung over his shoulder.,Two men in business clothes are walking on a street.,1
