premise,hypothesis,label,unique_id
A man carrying a backpack stands on a snowy area.,The man is standing outside.,0,3_18712b
A man carrying a backpack stands on a snowy area.,The man is in the forest.,1,3_18712c
This man in the yellow shirt is adjusting blue bicycle for a young boy.,a man is in a yellow shirt,0,3_18882a
This man in the yellow shirt is adjusting blue bicycle for a young boy.,the man is blonde,1,3_18882b
This man in the yellow shirt is adjusting blue bicycle for a young boy.,the man is in a black shirt,2,3_18882c
The children take turns riding the minerature pony with an adult supervising.,Children are taking turns sharing a toy ride.,0,3_18894a
The children take turns riding the minerature pony with an adult supervising.,The children are napping.,2,3_18894b
The children take turns riding the minerature pony with an adult supervising.,The adult supervising the children is actually a police officer.,1,3_18894c
Four men and a woman are singing a song at an event.,Some people are singing at an event.,0,3_18919a
Four men and a woman are singing a song at an event.,A man is telling a story.,2,3_18919b
Four men and a woman are singing a song at an event.,Some people are singing.,1,3_18919c
A man is walking down the road while reading a paper.,A man is eating dinner.,2,3_18971a
A man is walking down the road while reading a paper.,A man is walking to the park.,1,3_18971b
A man is walking down the road while reading a paper.,A man is walking.,0,3_18971c
Two girls admiring jewelry worn by someone on their hands,Two boys have earrings in their ears.,2,3_18979a
Two girls admiring jewelry worn by someone on their hands,The girls are looking at the jewelry.,0,3_18979b
Two girls admiring jewelry worn by someone on their hands,The girls keep the jewelry.,1,3_18979c
A man and two young children are fishing by a pond.,Two boys in a boat along the river bank spots a man drowning in the river.,2,3_19025a
A man and two young children are fishing by a pond.,A man is fishing at the pond with two young boys.,0,3_19025b
A man and two young children are fishing by a pond.,A man is teaching his children how to fish at a river.,1,3_19025c
"A man with a boogie board is on a brown sand beach beside a blue flag, along with several people in the background.",The man is about to go into the ocean,1,3_19088a
"A man with a boogie board is on a brown sand beach beside a blue flag, along with several people in the background.",A child is outside all bundled up for the snow,2,3_19088b
"A man with a boogie board is on a brown sand beach beside a blue flag, along with several people in the background.",Several people on the beach one is a man with a boogie board next to a flag.,0,3_19088c
A male player holding a football at a game,A big person holding a football.,1,3_19122a
A male player holding a football at a game,Nobody is at a game.,2,3_19122b
A male player holding a football at a game,A person holding a football.,0,3_19122c
A bearded man with horn-rimmed eyeglasses and an outlandish knit cap naps on a busy subway train.,A woman with horn-rimmed eyeglasses and an outlandish knit cap naps on a busy subway train.,2,3_19126a
A bearded man with horn-rimmed eyeglasses and an outlandish knit cap naps on a busy subway train.,A bearded man with eyeglasses and a knit cap naps on a subway train.,0,3_19126b
A bearded man with horn-rimmed eyeglasses and an outlandish knit cap naps on a busy subway train.,A person with horn-rimmed eyeglasses and crazy knit cap naps on a busy train.,0,3_19126c
A dog racing on a track.,a dog is racing vs other dogs,1,3_19143a
A dog racing on a track.,a dog is playing poker for big stakes,2,3_19143b
A dog racing on a track.,a dog is racing,0,3_19143c
5 UCLA cheerleaders are dancing at half court.,John Travolta is a Venusian.,2,3_19156a
5 UCLA cheerleaders are dancing at half court.,Cheerleaders perform.,0,3_19156b
5 UCLA cheerleaders are dancing at half court.,Bleachers are nearby.,1,3_19156c
Five people looking at artwork.,People are looking at the mona lisa.,1,3_19278a
Five people looking at artwork.,People are watching football.,2,3_19278b
Five people looking at artwork.,People are observing art.,0,3_19278c
The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.,A couple are swimming in the ocean.,1,3_19283a
The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.,Two women are playing together in the water.,2,3_19283b
The woman in the pink bikini and the man in the black swim trunks frolic in the ocean and get their picture taken while in midair.,A man and woman are getting frisky in the ocean and taking a picture.,-1,3_19283c
Five people are jumping in the air for a photo opportunity in front of a fountain.,Six youths form a human pyramid for their video.,2,3_19310a
Five people are jumping in the air for a photo opportunity in front of a fountain.,A group of people move in sync for a photo.,0,3_19310b
Five people are jumping in the air for a photo opportunity in front of a fountain.,A group of friends jump in sync to create a unique photo that no one has ever thought of before.,1,3_19310c
A BMX biker in the air on his bike over stairs near a building.,A grandpa is seen riding his stationary bike in the gym.,2,3_19350a
A BMX biker in the air on his bike over stairs near a building.,A biker is screaming as he jumps a high ramp.,1,3_19350b
A BMX biker in the air on his bike over stairs near a building.,A biker jumps a ramp.,0,3_19350c
A young man navigates a sloped wall with inline skates.,The man is young.,0,3_19482a
A young man navigates a sloped wall with inline skates.,The woman is wearing inline skates.,2,3_19482b
A young man navigates a sloped wall with inline skates.,The man is going to fall.,1,3_19482c
A skateboarder doing moves on a bench.,The skateboarder is using an object.,0,3_19499a
A skateboarder doing moves on a bench.,He is practicing his grind.,1,3_19499b
A skateboarder doing moves on a bench.,He is seated on the bench.,2,3_19499c
Three kids are playing in a park while a person reads a newspaper on a bench.,Three kids are playing.,0,3_19527a
Three kids are playing in a park while a person reads a newspaper on a bench.,Three boys are playing.,1,3_19527b
Three kids are playing in a park while a person reads a newspaper on a bench.,Two men are shopping.,2,3_19527c
A man and woman are sitting outside on a park bench while the man drinks a beverage.,The man and woman are in a park.,0,3_19544a
A man and woman are sitting outside on a park bench while the man drinks a beverage.,The bench is indoors.,2,3_19544b
A man and woman are sitting outside on a park bench while the man drinks a beverage.,The man is drinking a soda.,1,3_19544c
The young girls are listening with books in front of them.,The girls are holding the books.,1,3_19549a
The young girls are listening with books in front of them.,The girls can hear.,0,3_19549b
The young girls are listening with books in front of them.,There are only boys depicted in the photo.,2,3_19549c
A man wearing S checkered shirt and blue jeans is standing in a field.,A man in a patterened shirt stands in a field.,0,3_19627a
A man wearing S checkered shirt and blue jeans is standing in a field.,Billy is eating ice cream at Friendly's.,2,3_19627b
A man wearing S checkered shirt and blue jeans is standing in a field.,Billy is a human scarecrow.,1,3_19627c
A man on a speed motorcycle rides on a track.,The man is racing against others.,1,3_19727a
A man on a speed motorcycle rides on a track.,The man is outside on the track.,0,3_19727b
A man on a speed motorcycle rides on a track.,The man stands on the bleachers.,2,3_19727c
A woman wearing a white top and tan pants runs across a bridge through a forest.,The woman is diving off a bridge in a forest into the water below.,2,3_19783a
A woman wearing a white top and tan pants runs across a bridge through a forest.,There's a woman in a white top and tan pants running through a bridge in a forest.,0,3_19783b
A woman wearing a white top and tan pants runs across a bridge through a forest.,The woman wearing a white top and tan pants is running across a bridge through a forest because of a scary bear.,1,3_19783c
An old disabled man in a wheelchair is helped along by his friends.,A young man tap dances with his friends.,2,3_19820a
An old disabled man in a wheelchair is helped along by his friends.,A man with gout sits in a wheelchair.,1,3_19820b
An old disabled man in a wheelchair is helped along by his friends.,An old man sits in a wheelchair.,0,3_19820c
Middle school aged kids are showing their school spirit at a pep rally.,The children are in class.,2,3_19865a
