premise,hypothesis,label,unique_id
"A man receives a piece of paper from a woman while shaking her hand, as a man wearing an ""Ohio State Geography"" shirt looks on.",A man shakes a woman's hand.,0,2_18151c
Several people standing and sitting in a classroom or meeting room.,People are at the pool.,2,2_18167a
Several people standing and sitting in a classroom or meeting room.,People are gathered together.,1,2_18167b
Several people standing and sitting in a classroom or meeting room.,Folks are in a room.,0,2_18167c
Man drawing art on the ground.,man is drawing a picture of a whale,1,2_18174a
Man drawing art on the ground.,a man sits and stares at a tree,2,2_18174b
Man drawing art on the ground.,man is drawing art,0,2_18174c
Dog jumps to catch a Frisbee while people watch.,A dog is looking for a bone.,2,2_18212a
Dog jumps to catch a Frisbee while people watch.,People watch a dog catch a frisbee.,0,2_18212b
Dog jumps to catch a Frisbee while people watch.,A dog jumped over three people to catch a frisbee.,1,2_18212c
children woman and man in a park looking around a park,A group of people are outside.,0,2_18251a
children woman and man in a park looking around a park,A group of people are sitting in a bar.,2,2_18251b
children woman and man in a park looking around a park,People are having a picnic in the park.,1,2_18251c
women walking towards each other holding bags,The men are jogging.,2,2_18347a
women walking towards each other holding bags,The women walking are holding bags.,0,2_18347b
women walking towards each other holding bags,The women are walking.,1,2_18347c
A hiker walks on a mountainside.,A hiker is out on a very long hike.,1,2_18380a
A hiker walks on a mountainside.,A hiker is in the hospital.,2,2_18380b
A hiker walks on a mountainside.,A person is hiking.,0,2_18380c
An athlete from St Johns dunking a basketball in a game.,A human plays basketball.,0,2_18391a
An athlete from St Johns dunking a basketball in a game.,A woman kicks a basketball.,2,2_18391b
An athlete from St Johns dunking a basketball in a game.,A star basketball player dunks the ball.,1,2_18391c
A woman in a white helmet with a star is rollerskating.,A woman is wearing roller skates.,1,2_18395a
A woman in a white helmet with a star is rollerskating.,A woman is wearing a white helmet.,0,2_18395b
A woman in a white helmet with a star is rollerskating.,A bike rider is sleep on the bike.,2,2_18395c
Two people riding horses in a competition with other people on horses in the background.,They are competing with one another,1,2_18449a
Two people riding horses in a competition with other people on horses in the background.,they are riding donkeys,2,2_18449b
Two people riding horses in a competition with other people on horses in the background.,two people ride horses,0,2_18449c
Three kids are sitting at the table reading books.,The kids sat at the table.,0,2_18522a
Three kids are sitting at the table reading books.,The kids sat in class and wrote notes.,2,2_18522b
Three kids are sitting at the table reading books.,The kids sat at a table in the library.,1,2_18522c
A boy climbs an indoor rock climbing wall.,The boy is touching the wall.,0,2_18586a
A boy climbs an indoor rock climbing wall.,The boy is wearing a helmet.,1,2_18586b
A boy climbs an indoor rock climbing wall.,The boy is tap dancing on the stage.,2,2_18586c
A backpacker walks down a rocky mountain.,There is path on the rocky mountain.,0,2_18592a
A backpacker walks down a rocky mountain.,A backpacker rides a bike down a rocky mountain.,2,2_18592b
A backpacker walks down a rocky mountain.,A backpacker takes pictures as they walk down a rocky mountain.,1,2_18592c
A woman is dragging two large pumpkins in a red wagon.,The woman was going home with two pumpkins,1,2_18649a
A woman is dragging two large pumpkins in a red wagon.,The woman wa driving home,2,2_18649b
A woman is dragging two large pumpkins in a red wagon.,A winab us draggubg two large pumpkins in a red wagon,0,2_18649c
Two persons are in a field and are holding up a bundle of dry grass over their heads.,"Two men cutting long grass, showing each other how long it is.",1,2_18668a
Two persons are in a field and are holding up a bundle of dry grass over their heads.,Two people outside.,0,2_18668b
Two persons are in a field and are holding up a bundle of dry grass over their heads.,A woman scrubs her nails.,2,2_18668c
Large dog playing with smaller dog,Two dogs sleeping.,2,2_18712a
Large dog playing with smaller dog,"Large dog playing with smaller dog, while outside.",1,2_18712b
Large dog playing with smaller dog,Large dog running around with smaller dog.,0,2_18712c
A man is watching over a few boys playing soccer.,A man naps during a soccer match.,2,2_18882a
A man is watching over a few boys playing soccer.,A man watching boys play soccer.,0,2_18882b
A man is watching over a few boys playing soccer.,A coach watches his soccer players practice for a game.,1,2_18882c
Children play with wooden blocks in a room with a view of trees.,The children are outside jumping rope.,2,2_18894a
Children play with wooden blocks in a room with a view of trees.,There are children playing indoors.,0,2_18894b
Children play with wooden blocks in a room with a view of trees.,The children are building houses with the wooden blocks.,1,2_18894c
A white male in white spandex is doing gymnastics on a pommel horse.,the man is competing in the olympics,1,2_18919a
A white male in white spandex is doing gymnastics on a pommel horse.,there is a man in the photo,0,2_18919b
A white male in white spandex is doing gymnastics on a pommel horse.,the man is jestering in front of the king,2,2_18919c
A boy in a tan coat throws some red leaves at the camera.,A boy throws some leaves.,0,2_18971a
A boy in a tan coat throws some red leaves at the camera.,A boy sits in a chair.,2,2_18971b
A boy in a tan coat throws some red leaves at the camera.,A boy throws some maple leaves.,1,2_18971c
Four cyclists on a country trail are passing by an electricity pylon.,The cyclists are out for a pleasure ride.,1,2_18979a
Four cyclists on a country trail are passing by an electricity pylon.,A bike sits untouched in the shed.,2,2_18979b
Four cyclists on a country trail are passing by an electricity pylon.,The bicyclists on the trail rode past and electric pole.,0,2_18979c
A boy in a dark shirt is reading a book while sitting on a piano bench.,The boy is on a piano bench.,0,2_19025a
A boy in a dark shirt is reading a book while sitting on a piano bench.,The boy is reading a book about how to play piano.,1,2_19025b
A boy in a dark shirt is reading a book while sitting on a piano bench.,The boy is sitting on the couch.,2,2_19025c
Matador and bull in arena performing for the onlookers.,A man is climbing down a well.,2,2_19088a
Matador and bull in arena performing for the onlookers.,A man and a bull are performing in front of people.,0,2_19088b
Matador and bull in arena performing for the onlookers.,A man in colorful clothing is standing before a bull.,1,2_19088c
Two brown dogs together standing on the bank of a lake.,Two dogs jump in the lake.,1,2_19122a
Two brown dogs together standing on the bank of a lake.,Two dogs are standing by the lake.,0,2_19122b
Two brown dogs together standing on the bank of a lake.,Two dogs roll around the house.,2,2_19122c
A tri-colored dog jumps and catches a pink frisbeen that a man in shorts has thrown.,The dog is a collie.,1,2_19126a
A tri-colored dog jumps and catches a pink frisbeen that a man in shorts has thrown.,A man and a dog are playing with a frisbee.,0,2_19126b
A tri-colored dog jumps and catches a pink frisbeen that a man in shorts has thrown.,An old man feeds pigeons in the park.,2,2_19126c
Two women crossing the street on a cold day,Two women huddle together against the wind as they cross the road.,1,2_19143a
Two women crossing the street on a cold day,Women cross the street.,0,2_19143b
Two women crossing the street on a cold day,A man eats a granola bar.,2,2_19143c
A man and a boy on a rocky beach.,There is a boy outdoors,0,2_19156a
A man and a boy on a rocky beach.,There is a boy outdoors playing near the beach,1,2_19156b
A man and a boy on a rocky beach.,There is a boy indoors looking at the beach,2,2_19156c
A man in a red shirt looks at a fallen tree.,A man sits under a shady tree.,2,2_19278a
A man in a red shirt looks at a fallen tree.,A man looks at a tree.,0,2_19278b
