premise,hypothesis,label
A bride and a bridesmaid are on a beach.,A bride and a bridesmaid watch the groom appraoch them at a beach outside.,1
An ambulance and firetruck try to help at a scene.,emergency vehicles are at a scene.,0
This is a crowded intersection in a big city at night.,The freaks come out at night.,2
A woman climbs up a steep rock face.,A woman climbing a rock like area,0
Two guys in a kitchen cooking sausage.,Two chiefs work together to prepare a sausage dish for hungry clients.,1
a large white dog jumping up in the snow,The animal is a chihuahua.,2
A person chopping onions in a cutter.,someone is chopping onions and it is making them cry,1
Concertgoers enjoy standing in front of the stage at a musical performance.,Concertgoers are at the back of the crowd.,2
Person walking with umbrella in the rain.,A person is outside.,0
Young barefoot woman laughs in hammock.,The woman is lying on the ground.,2
A soccer player in blue is striking the ball whilst being pursued by a player in green.,"Two teams, red and purple, are playing a game of football.",2
The photo has been edited to be black and white with splashes of color on the bikes.,There are brightly colored cycles set against a dark background.,0
many people walk through the store.,People sit in the store,2
A young woman searches through her purse near the entrance.,The woman is looking for her tickets to a show.,1
Two Chicago police officers are surveying a demolition area.,Police officers are searching for any evidence they can find,1
A man pulling his cart full of brooms.,A man sells brooms.,1
Two players in red white and blue football uniforms squat down on the field.,The two men are making a play,1
Three little kids in funny hats at the beach.,Three kids are skiing.,2
A woman in blue top and tan paints painting a child hugging tree.,A woman paints a portrait of her son.,1
A girl is eating cereal from a bowl while sitting at a table.,A girl is eating cereal in her kitchen for breakfast.,1
The pole has two pedestrian signs bolted to it.,The pole has one sign on it.,2
Two dogs play and fight over a blue ball.,Two cats are playing.,2
Angry man yelling at a lady at walking away from him at a fair game.,Man whispering to person walking toward him.,2
A woman in a green tank top runs in a crowd of men during a race.,A young woman participating in a race.,1
A woman presents a bar code for a smartphone so that a man can use his phone to find the location associated with the code.,A child plays with his ball.,2
A man is sitting on a gray bench.,A woman is reading a book in her room.,2
"A young boy is looking at a checkers board with one fist leaning against his head as a partially visible adult sits across the table from him, in a room full of people sitting in chairs around tables.",A group of people are throwing apples at a young checkers player.,2
A little boy sits on a slide on the playground.,The girl is about to push the boy down the slide.,1
Two young boys one in a white tank top and the other one in striped shirt in what looks like a landfill dump.,Two young boys are playing in an area that looks like a dump.,1
An older man eating a subway sandwich.,The man is eating a carrot.,2
Two children look at Thomas the Train from a bench.,the children are looking at an animal book with lions,2
Protesters gather together in France.,protesters are gathering,0
An old man with a cart is shopping for cereal at a grocery store.,"A man is shopping for his favorite cereal, Cap n Crunch.",1
"Hanging out at the park, couple stops to take some pictures.",Humans taking pictures,0
Two gentlemen in top hats and a well-dressed lady in a straw hat ride in a green and red carriage pulled by four white horses.,Two men and a lady are eating spaghetti and playing Words with Friends.,2
A well-dressed man climbing between two columns while holding torches.,A naked man is swinging from the rafters.,2
A boy points.,The girl pointed towards me.,2
Two people and a dog are napping in a public park.,Two people and a dog are outside,0
A group of people jumping into the air at the beach.,The people are near the ocean.,1
a Japanese girl carries a green balloon.,The balloon is filled with helium.,1
"A man, low to the ground, rolls down a ramp on a skateboard.","A man who is hunkered down, heads down a ramp on his skateboard.",0
Dog with black collar rolling in dirt and dried leaves,A dog is enjoying himself in a pile of leaves while enjoying the sun,1
A boy who is taking a stick from a girl in the middle of a race.,Some children playing baseball.,2
A man without a shirt works on a roof.,A crazed alcoholic is trying to be santa clause.,1
The child in the green shirt is running up the hill with a picnic table behind her.,A child in a green shirt runs up a hill,0
A girl with brown hair and wearing a gray sweater is reading a sheet of paper in a classroom.,A girl reads a book at home.,2
A guy typing on a laptop computer.,A person on a computer.,0
A woman an children walking on a rainy street in the city.,The woman is the mother.,1
Three children are playing in a water fountain.,The children are near the water.,0
A lady in a sparkly dress is playing guitar and singing into a microphone.,A lady in a dress playing a guitar and singing Pixies songs into a microphone.,1
A group of people waiting at a bus stop in front of a red brick building with long vertical windows.,The group is in a business meeting at the company headquarters.,2
A man with white shorts plays in a skateboard.,A woman throwing a skateboard at a young man.,2
Two young women wearing white tennis shirts are touching hands but not making eye-contact while a man in the behind them walks by.,Some people are holding rackets.,1
Blond woman next to a man wearing a white apron holding a garbage can.,A man wears a purple apron.,2
